index,environmental_variables,campus_environments,stagnant_air,pollution,environmental_factors,environmental_exposures,environment_assessments,environment_specific,environment_features,environment_characteristics,overall_environmental,urban_vegetation,greenery,environment_airports,view_green,retail_environment,streetscape_greenness,related_air,green_avenues,green_spaces,restorative_environment,road_environment,green_buildings,vegetation_coverage,vegetation,natural_environments,environment,environment_factors,green_infrastructure,physical_environment,environmental_degradation,historic_environments,living_environment,greenery_sky,environment_design,air,green_interventions,green_modern,air_pollution,green_space,green_areas,fresh_air,technological_environmental,ventilation,greenstar,greenspace,natural_environmental,microclimate_environments,environment_physical,environment_swb,pollution_data,green_exposure,humidity,personal_environmental,green_coverage,human_environmental,landscape,greener,environmental_category,landscape_design,work_environment,environmental_aesthetics,environmental,energy,restorative_environments,therapeutic_landscape,green_building,exercise_environment,social_environment,natural_environment,climate,environment_work,greenspaces,natural_green,different_environments,exposure_green,environment_elements,environmental_stressors,human_environment,environment_aspects,campus_environment,sunlight,environment_variables,environment_semi,technologicalenvironmental,microclimate,environment_relates,greenness,home_environment,indoor_environmental,air_quality,impact_green,green_environments
city_center,0.1131932586431503,0.0584424026310443,,0.0661624893546104,0.1931191831827163,0.0941695794463157,0.0938126817345619,0.2038995325565338,0.1145811229944229,0.1847803890705108,0.1569969654083252,0.155019000172615,,0.1017574891448021,,0.0954718217253685,0.0513891279697418,0.1753452718257904,0.2123346179723739,,0.1284818798303604,0.1371692866086959,0.1382225155830383,0.0994726866483688,,0.2163937836885452,,0.089888758957386,,0.1228482574224472,0.1124538853764534,0.1477962285280227,0.0658112168312072,0.0975903496146202,0.1680346727371215,0.0690209046006202,0.0545227825641632,,0.1058048754930496,,,,,0.1508633941411972,,0.1289999932050705,0.1334372013807296,0.1129303872585296,0.1766821146011352,0.0986727476119995,,0.1303096860647201,0.0754910111427307,0.1887502819299698,0.1091969013214111,,0.161952406167984,,,0.096608854830265,0.096219889819622,,0.1342193335294723,0.2285523861646652,0.1405940502882003,0.1726176887750625,,,0.1555857211351394,0.12863589823246,,,0.1724952757358551,0.0772870406508445,0.2086148560047149,0.1252312213182449,,,0.1455425769090652,0.1002093330025672,,0.0644878521561622,0.0746947079896926,0.1613139361143112,0.158577024936676,0.0580914318561553,,0.1560323387384414,0.1282951235771179,0.141030415892601,0.1059172675013542,0.1552292704582214,0.0883201137185096
dwell,0.1563030332326889,,,0.086162693798542,0.1805237382650375,0.072820171713829,0.0715219005942344,,0.1649398058652877,,,,,0.1576925665140152,,0.0781845524907112,0.0608131662011146,,,0.1499541699886322,,,0.0708431378006935,,,,0.1733347922563552,0.1589103192090988,0.1128453910350799,0.1142091900110244,0.0960264801979065,,0.1019417122006416,,0.180283710360527,,0.0519810803234577,0.2111461609601974,,,,0.0823367983102798,0.1048328578472137,,,0.274742066860199,,0.1934725642204284,,0.0768043622374534,,0.2555647790431976,0.1357397884130478,,,0.1125598177313804,0.1064683869481086,0.0612106658518314,0.156848058104515,,,,,,,0.0658051148056984,,,0.0749986767768859,0.2227623164653778,,,,0.078926533460617,0.2134352028369903,,0.1263881027698516,0.1811932325363159,0.094035655260086,,0.1780109256505966,,,,0.1112767159938812,,,,0.1148779541254043,0.0799559131264686,,,
housing,,0.1046939194202423,0.0689261555671691,0.1529708802700042,0.1643728166818618,,,0.0575541779398918,0.0719410255551338,,0.1706694513559341,0.0933597013354301,0.0980961695313453,0.1891156435012817,0.1338012665510177,0.2021083384752273,0.1512283086776733,0.1117593348026275,0.1189890578389167,,0.1319463551044464,0.0849690735340118,0.0792288556694984,0.1371398568153381,0.1215049400925636,,0.0998849421739578,0.1746920049190521,0.1106485873460769,0.1091604530811309,,,0.206616923213005,,,0.296499490737915,0.1253989040851593,0.0771485120058059,0.0955202132463455,0.3215249180793762,0.1354570686817169,,0.1595585942268371,0.1769857406616211,0.1088306829333305,0.1721399277448654,,,0.1304367780685424,0.0666339471936225,0.2593026459217071,0.215888500213623,0.0523471012711524,,0.0724536329507827,,0.1804787814617157,0.0840911567211151,0.2656845450401306,0.122787982225418,0.1458194851875305,0.1953551173210144,0.1991214603185653,0.2789840698242187,0.0522051677107811,0.1727497577667236,0.1256034821271896,,,0.1219509094953537,0.0659174472093582,,0.0743029192090034,0.0843593403697013,0.0820726230740547,,0.0730151012539863,0.107399433851242,0.1846858263015747,0.1647570729255676,0.0857829451560974,0.0678756907582283,,,0.0832929089665412,0.0669034272432327,,0.0876952484250068,0.0511933378875255,0.1541743725538253,,0.1259569376707077,
suburban,0.0752123743295669,0.1272273063659668,0.0900109335780143,0.1529708802700042,0.1643728166818618,0.186198279261589,0.0835195034742355,,0.0719410255551338,0.0859832465648651,0.1849447190761566,0.0933597013354301,0.1253744214773178,0.1891156435012817,0.1338012665510177,0.1460316926240921,0.1172440126538276,0.1117593348026275,0.1517468243837356,0.0535539090633392,0.1368523091077804,0.0893610641360282,0.0659624934196472,0.1371398568153381,0.0734644085168838,0.0839308425784111,0.1733193397521972,0.1746920049190521,0.1172382310032844,0.1091604530811309,0.0767806246876716,0.1261197477579116,0.206616923213005,,,0.1210967376828193,,0.0771485120058059,0.0571720600128173,,0.1354570686817169,,0.1703473627567291,0.1769857406616211,,0.1721399277448654,,,0.2295180112123489,0.1234091520309448,0.2593026459217071,0.215888500213623,0.2190538942813873,0.1706295311450958,0.0983065590262413,0.1862299591302871,0.1434849798679351,0.0678115636110305,0.2656845450401306,0.092546634376049,0.1458194851875305,0.1953551173210144,0.0981460139155387,0.2789840698242187,0.0572594366967678,0.1727497577667236,0.1256034821271896,0.2655399441719055,0.0824068561196327,0.1321731507778167,0.1311759054660797,0.0659330412745475,0.0743029192090034,0.2529006600379944,0.0820726230740547,0.173742190003395,0.0809128284454345,0.0569019056856632,,0.0983943045139312,0.085597738623619,0.1074285209178924,,0.1784005761146545,0.0646421313285827,,0.1358374506235122,0.1456623822450637,0.1208062842488288,0.1541743725538253,0.1009613052010536,0.1259569376707077,0.1496720761060714
neighborhood,0.154389351606369,0.0946798771619796,0.1622610241174698,0.0997589081525802,0.1497356593608856,,0.0612530894577503,0.0932655185461044,,0.1330337673425674,0.0841677710413932,0.1130660995841026,,0.1017907857894897,,0.1624872088432312,0.1748560816049575,,,0.076468825340271,,,,0.102365493774414,0.0983613580465316,0.0697237998247146,0.246889516711235,,0.1024785935878753,0.1084160208702087,,,,0.1232834160327911,0.1680862754583358,0.0856274515390396,0.1299447268247604,,0.07552370429039,,,,0.0724975913763046,0.1250322610139846,0.0853594541549682,0.1181244924664497,,0.1481497436761856,0.1022436991333961,,,0.0853819325566291,,,0.0634813085198402,,,0.0685681477189064,0.0848907083272934,0.2264022380113601,0.1439020484685897,,0.0970582365989685,,0.0686833187937736,0.1023081764578819,0.1267041862010955,,0.1345753073692321,,0.066386766731739,0.0835136398673057,0.1191309839487075,,0.0681452229619026,,,0.1686985939741134,0.1727821081876754,0.1254927217960357,0.0969775319099426,0.162528246641159,0.2599918842315674,,0.1388768255710601,0.1322219669818878,0.1249492615461349,0.1544375866651535,0.0663344636559486,0.1195236220955848,,0.2780866026878357,0.1188024058938026
apartment,0.1535180211067199,,0.1162140369415283,0.0619893632829189,0.1167329028248786,0.094858780503273,0.1010547131299972,,,0.1832878440618515,,0.1548084169626236,0.0678967759013176,0.150840625166893,,0.141368106007576,,0.1846317201852798,0.1265057176351547,,0.0985670462250709,0.1172229498624801,0.147925853729248,0.150120124220848,,0.1202437579631805,,0.0680179148912429,,0.087833747267723,0.0751683488488197,0.0531326755881309,0.1191609427332878,0.2225779592990875,0.128867045044899,0.1137793064117431,0.0745837688446044,0.2061920166015625,0.0923791676759719,,0.2008056789636612,0.1936479806900024,,0.2243857383728027,0.147682175040245,0.1066124811768531,0.1360469609498977,,0.052639003843069,,0.1157643124461174,0.14807990193367,,0.0927795246243476,0.1885993778705597,0.0690272748470306,,0.175568088889122,0.1930989325046539,0.0899888053536415,0.1464065909385681,0.1301906704902649,0.1259064823389053,0.0997743010520935,0.1209258139133453,0.1666286289691925,0.0999365299940109,,0.0530472323298454,0.1639552861452102,0.1370586901903152,0.0995886772871017,,0.1451397836208343,,0.1227084919810295,,,,0.074360467493534,,,0.1636169403791427,0.097605399787426,0.0736853927373886,0.1157829985022544,0.1524921953678131,,0.1068482026457786,0.1794944405555725,0.269757866859436,0.2073652148246765,0.0958478599786758
distance_city,0.1131932586431503,0.1150256618857383,0.2397888451814651,0.1529708802700042,0.1643728166818618,0.1545781046152115,0.1153112724423408,0.0948756635189056,0.1250998526811599,0.1847803890705108,0.1706694513559341,0.0933597013354301,0.1144068986177444,0.0730194374918937,0.2308406829833984,0.1460316926240921,,0.1390105038881302,0.1406575739383697,,0.200697585940361,0.1641224473714828,0.1621414721012115,0.1408649832010269,0.1729657351970672,0.2163937836885452,,0.1746920049190521,0.163083329796791,0.0845266804099083,,0.0739945992827415,0.206616923213005,,,0.0787675976753234,0.1360529214143753,0.0771485120058059,,,0.1354570686817169,,,0.0970363318920135,,0.1721399277448654,0.082526683807373,0.1129303872585296,0.1423878371715545,,0.1486397087574005,0.1114690974354744,0.0754910111427307,0.1887502819299698,0.0920094549655914,0.0558154098689556,,0.1005467697978019,,0.1055565252900123,0.1387640982866287,,,0.2124472260475158,,0.0766832008957862,0.1778091639280319,,,0.0714057087898254,0.0659174472093582,0.1365400850772857,0.0743029192090034,0.1623740941286087,0.0820726230740547,0.1414260566234588,0.1230640113353729,,,,0.131877139210701,,0.1267494559288025,,,0.1000424399971962,0.1852349638938903,0.0774026289582252,0.0511933378875255,,,0.1552292704582214,0.0883201137185096
citywide,0.1131932586431503,,0.138549193739891,,0.0774237513542175,0.1476254612207412,0.0971258431673049,0.0948756635189056,0.1929326504468917,0.1847803890705108,0.1341961622238159,0.0634300857782363,,,0.1243012994527816,0.1182836815714836,0.1635485142469406,0.162330687046051,,0.1015343889594078,0.1284818798303604,0.129192367196083,,0.0666922405362129,0.0972779020667076,0.2163937836885452,0.2179998010396957,0.0976687744259834,0.1190453469753265,0.0853701755404472,0.2178979367017746,0.0739945992827415,0.1496473103761673,,0.12212435901165,0.057113692164421,0.0545227825641632,0.1728875339031219,,0.1867498755455017,0.2127742320299148,0.0861573815345764,0.1657184511423111,0.1107826307415962,0.1272458136081695,0.1289999932050705,0.0527544431388378,0.1129303872585296,0.1423878371715545,,,0.124102234840393,0.1224693655967712,0.1887502819299698,0.0854899063706398,0.0901741459965705,0.180425226688385,0.0589518472552299,,0.1050393432378768,0.1279986649751663,0.1294464617967605,,0.2124472260475158,,0.1456948965787887,,0.1311008632183075,0.1401796638965606,,,,0.0697696730494499,0.0721161291003227,0.0535779483616352,,,0.0780092552304267,,,0.1267944127321243,0.1476369053125381,,,,,0.1185135468840599,,,,,0.1552292704582214,0.0950695872306823
urban_walking,,0.1043441519141197,,,,,,0.0500143282115459,0.0753449574112892,0.081818901002407,0.0577180944383144,,0.1343871802091598,0.1891156435012817,0.0675023198127746,0.2021083384752273,0.1512283086776733,0.1331558376550674,0.1180546805262565,,0.0958865955471992,0.1171220913529396,,0.2675913274288177,0.1215049400925636,0.134068101644516,0.0998849421739578,0.1619600653648376,0.1106485873460769,0.1510048955678939,,,0.0862227976322174,0.1074546948075294,,0.296499490737915,,0.0548682995140552,0.2202200293540954,0.3215249180793762,0.1420422047376632,0.1117815598845481,0.0682583525776863,0.1776972413063049,0.1088306829333305,0.0964630246162414,,,0.1304367780685424,0.1145936846733093,0.2593026459217071,0.215888500213623,,0.0651172623038292,,,,0.1010151207447052,0.2656845450401306,0.0755939558148384,0.1458194851875305,0.1953551173210144,0.1991214603185653,0.2789840698242187,,0.1727497577667236,,,,0.1219509094953537,0.1567524820566177,,,0.2019232809543609,0.077407993376255,0.1878376901149749,0.0730151012539863,0.0784932225942611,,0.1383122652769088,0.085597738623619,,0.0965019911527633,,0.0646421313285827,0.1690530925989151,,0.1333489865064621,,0.1541743725538253,,0.1259569376707077,0.0874142795801162
suburbanization,0.0752123743295669,0.1272273063659668,0.0900109335780143,0.1529708802700042,0.1643728166818618,0.186198279261589,0.0835195034742355,,0.0719410255551338,0.0859832465648651,0.1849447190761566,0.0960010066628456,0.1464854031801223,0.1891156435012817,0.1338012665510177,0.1460316926240921,0.1172440126538276,0.1117593348026275,0.1517468243837356,0.0535539090633392,0.1368523091077804,0.0893610641360282,0.0659624934196472,0.1371398568153381,0.0734644085168838,0.0839308425784111,0.1733193397521972,0.2417498677968979,0.1551422774791717,0.1091604530811309,0.0796518772840499,0.1261197477579116,0.206616923213005,,,0.1210967376828193,0.095865324139595,0.2087199985980987,0.0571720600128173,,0.2297466099262237,0.1029664054512977,0.1703473627567291,0.2217695862054824,,0.1721399277448654,,,0.2295180112123489,0.1333657801151275,0.2593026459217071,0.215888500213623,0.2190538942813873,0.1706295311450958,0.0983065590262413,0.1862299591302871,0.1434849798679351,0.1618664562702179,0.2656845450401306,0.2257785499095916,0.1458194851875305,0.1953551173210144,0.0981460139155387,0.2789840698242187,0.0572594366967678,0.206383928656578,0.1787445396184921,0.2655399441719055,0.1035382226109504,0.1321731507778167,0.1311759054660797,0.0659330412745475,0.0743029192090034,0.2529006600379944,0.1023406535387039,0.2179133594036102,0.0809128284454345,0.0569019056856632,0.1517555862665176,0.0983943045139312,0.1523124426603317,0.1074285209178924,0.0975677371025085,0.1806934177875518,0.0646421313285827,,0.1358374506235122,0.1456623822450637,0.1208062842488288,0.1541743725538253,0.1009613052010536,0.1259569376707077,0.1496720761060714
city_centre,0.1131932586431503,,0.1285130232572555,,0.0774237513542175,0.0941695794463157,0.0938126817345619,0.0948756635189056,,0.1847803890705108,0.0966787189245224,0.1827203929424286,,,0.1176823079586029,,,0.1413982063531875,,0.1330464631319046,0.1284818798303604,0.1504576653242111,0.0959230065345764,0.0700276046991348,0.2323834598064422,0.2163937836885452,,,,0.0528357252478599,0.1815856695175171,0.1936369091272354,,0.2124329656362533,0.2065177261829376,,0.0545227825641632,,,,,,0.0960192307829856,0.1732680350542068,0.1676157116889953,0.1760232895612716,0.0527544431388378,0.1249640583992004,0.1423878371715545,,,0.0963771864771843,0.0754910111427307,0.1887502819299698,0.0539412200450897,,0.1831610798835754,0.0506351217627525,0.0850295946002006,,0.1600948870182037,,,0.2124472260475158,,,0.1830963194370269,0.1617927700281143,,,,0.0736300870776176,0.0728797540068626,0.0721161291003227,0.0643100962042808,0.0945789739489555,0.1519199460744857,0.1279671937227249,0.2122153639793396,,,0.0981310307979583,0.1039493456482887,0.0575366280972957,0.0767017230391502,0.1391244679689407,,,0.1148349195718765,,,0.1552292704582214,0.0883201137185096
suburbanization_process,0.148331269621849,0.1513168513774871,0.1263931989669799,0.1529708802700042,0.1643728166818618,0.186198279261589,0.3209934532642364,,0.1413618624210357,0.1135774701833725,0.1849447190761566,0.0960010066628456,0.1464854031801223,0.1891156435012817,0.1338012665510177,0.1460316926240921,0.1708539426326751,0.1117593348026275,0.1517468243837356,0.0535539090633392,0.1368523091077804,0.0893610641360282,0.1425390094518661,0.1371398568153381,0.1290806084871292,0.0839308425784111,0.1733193397521972,0.2417498677968979,0.1551422774791717,0.1250205785036087,0.1254609078168869,0.1323081403970718,0.2150200456380844,,0.05241484567523,0.1210967376828193,0.095865324139595,0.2087199985980987,0.1367600560188293,,0.2297466099262237,0.1029664054512977,0.1703473627567291,0.2690609693527221,0.2306896448135376,0.1721399277448654,0.1056035980582237,0.2739279270172119,0.2295180112123489,0.1333657801151275,0.2593026459217071,0.215888500213623,0.2190538942813873,0.1706295311450958,0.0983065590262413,0.2646498382091522,0.1516454964876175,0.2276811003684997,0.2656845450401306,0.2257785499095916,0.1829865425825119,0.2182874828577041,0.1447627246379852,0.2789840698242187,0.1445462107658386,0.206383928656578,0.2430148869752884,0.2655399441719055,0.1035382226109504,0.1321731507778167,0.1311759054660797,0.0659330412745475,0.1783940494060516,0.2529006600379944,0.1023406535387039,0.2179133594036102,0.2064258307218551,0.0991930738091468,0.1517555862665176,0.1223783567547798,0.1523124426603317,0.1074285209178924,0.1636169403791427,0.1806934177875518,0.0646421313285827,0.1157829985022544,0.1358374506235122,0.1456623822450637,0.1377081274986267,0.1541743725538253,0.1662279963493347,0.1259569376707077,0.1496720761060714
exurban_development,0.1609577536582946,0.1489821076393127,,,0.0706653147935867,0.094858780503273,0.1283301264047622,0.0724105685949325,,0.1587265133857727,0.1504035294055938,0.0571463555097579,0.1330265253782272,0.1891156435012817,0.243622288107872,0.141368106007576,,,0.1265057176351547,0.0853820443153381,0.1177217587828636,0.0954672023653984,,0.1332271546125412,0.1456744074821472,0.1405935734510421,0.1235151663422584,0.1619600653648376,0.1106485873460769,0.1091604530811309,,0.1132740825414657,0.1191609427332878,0.1388790011405944,0.128867045044899,0.1210360378026962,0.1624765694141388,0.07328562438488,0.1426531076431274,0.0734335929155349,0.2204629778861999,0.1051848009228706,0.0861050188541412,0.2428614348173141,0.1065431758761406,0.1427583992481231,0.1421806514263153,,0.1572985053062439,0.1056130230426788,0.2593026459217071,0.215888500213623,,0.06987214833498,0.060622714459896,0.1346722543239593,0.2220428884029388,0.091043047606945,0.2656845450401306,0.110444851219654,0.1458194851875305,0.1953551173210144,0.1622974872589111,0.2789840698242187,0.1444376856088638,0.1727497577667236,0.0999365299940109,0.0874993652105331,0.073901779949665,0.1701456010341644,0.1814294904470443,0.1163790598511695,0.0588205605745315,0.1451397836208343,0.077407993376255,0.0962508618831634,0.1728915423154831,,,0.0831043422222137,0.2310698926448822,0.1869789659976959,0.1636169403791427,,0.0646421313285827,0.1157829985022544,0.1038830578327179,,0.0950571522116661,0.1541743725538253,0.1662279963493347,0.1259569376707077,0.1172254681587219
urbanization,,,,0.0748051032423973,0.0665166452527046,,,,,,0.0577180944383144,0.0960010066628456,0.0750174149870872,0.1891156435012817,,0.0734248608350753,,,,,,,,0.133084163069725,,,0.1577200293540954,0.2417498677968979,0.1106485873460769,0.1091604530811309,0.0796518772840499,,,,,,0.095865324139595,0.2087199985980987,,,0.2297466099262237,0.1029664054512977,0.1062114909291267,0.2217695862054824,,0.0640958920121193,,,0.1304367780685424,0.0666339471936225,0.2593026459217071,0.215888500213623,0.0719548538327217,,,,,0.1584761887788772,0.2656845450401306,0.2257785499095916,0.1458194851875305,0.1953551173210144,0.0981460139155387,0.2789840698242187,,0.1727497577667236,0.0687458887696266,,0.1035382226109504,0.1077890172600746,,,,0.0843593403697013,0.1023406535387039,0.2179133594036102,0.0779359117150306,,0.1517555862665176,,0.1193764731287956,0.0813690051436424,0.0975677371025085,0.0904700011014938,0.0646421313285827,,,,0.0993191972374916,0.1541743725538253,,0.1259569376707077,
old_city,0.1131932586431503,,0.1424930840730667,0.0744819045066833,0.1461887657642364,0.1148770526051521,0.0938126817345619,0.0948756635189056,,0.1847803890705108,0.0966787189245224,0.0634300857782363,,,0.1513708680868148,,,0.0901713445782661,,,0.1284818798303604,0.129192367196083,0.0843581110239029,,0.080829344689846,0.2163937836885452,0.1319696754217147,,0.0961626395583152,0.1815977543592453,,0.0846340954303741,0.1167000606656074,,,,0.0545227825641632,0.1210931465029716,0.229471355676651,0.208852469921112,,0.0823237597942352,,0.0825342386960983,0.2244106233119964,0.1289999932050705,0.0902852192521095,0.1129303872585296,0.1423878371715545,0.2043397575616836,0.0647293403744697,0.1323719620704651,0.0754910111427307,0.1887502819299698,0.0539412200450897,,,0.056488424539566,0.1791848242282867,,0.1368087977170944,,,0.2124472260475158,,0.1118244901299476,,,0.2313394397497177,,0.0576764233410358,,0.0697696730494499,0.0721161291003227,,0.0631482005119323,0.0691468194127082,,0.0527782514691352,0.093162715435028,,0.0892408937215805,,0.1262890845537185,0.0513978376984596,0.0747599527239799,0.0830025300383567,,,0.1226030364632606,,0.1552292704582214,0.2014172822237014
new_city,0.1131932586431503,0.0875850990414619,,,0.0774237513542175,0.0941695794463157,0.0938126817345619,0.0948756635189056,,0.1847803890705108,0.2151669412851333,0.0634300857782363,,0.3061532378196716,,,0.0801882743835449,0.1801459640264511,0.1308841258287429,0.0967471674084663,0.1802104860544204,0.1756897121667862,,,,0.2163937836885452,,,0.0863828361034393,,,0.0756787732243537,0.1340255737304687,0.1022449061274528,0.1183610334992408,,0.0888463705778122,,0.0780361369252204,,,,,,0.1548130810260772,0.1289999932050705,0.0527544431388378,0.1129303872585296,0.1423878371715545,0.1435742974281311,,0.0963771864771843,0.0780773982405662,0.1887502819299698,0.2478952258825302,,0.1226971447467804,,,0.0802775472402572,0.096219889819622,,0.1069361045956611,0.2124472260475158,0.173891544342041,0.1614981144666671,,0.0877551063895225,0.1860340684652328,0.0666545405983924,,,0.0697696730494499,0.0935327336192131,0.2369245141744613,,,0.2068943828344345,0.0689838901162147,0.1844108551740646,,0.098818838596344,0.1428676545619964,0.0945775583386421,0.1445581018924713,0.121344082057476,,,0.1288226246833801,0.1756735891103744,0.2257381677627563,0.1552292704582214,0.0989964678883552
urban_regeneration,0.1079464927315712,0.1846349835395813,,,0.1627241820096969,0.142764002084732,,0.1810766756534576,0.0934035181999206,0.1513963490724563,0.1711128056049347,0.1026218235492706,,0.1891156435012817,,0.1078042834997177,0.0694689080119133,0.1256206482648849,,0.0986451804637909,0.1015816703438758,0.1249294504523277,0.0688719749450683,0.133084163069725,0.1119712218642234,0.180186465382576,0.1397826224565506,0.1619600653648376,0.1106485873460769,0.1091604530811309,0.270986407995224,0.108932189643383,0.0587411373853683,0.0610062964260578,,0.1107446476817131,0.1629737019538879,,0.2109221071004867,0.1452296376228332,0.2065920680761337,,0.1229682564735412,0.1769857406616211,0.1857397854328155,0.2618300914764404,0.2054746896028518,0.155721053481102,0.1368747353553772,0.1646958589553833,0.2593026459217071,0.215888500213623,0.2482408732175827,0.2677440047264099,0.1982648819684982,0.1000162214040756,0.1019827872514724,0.1073607355356216,0.2656845450401306,0.2016621977090835,0.1895613670349121,0.1953551173210144,0.0981460139155387,0.2789840698242187,0.1389966160058975,0.1727497577667236,,,0.150942251086235,,0.1031424924731254,,0.0724085196852684,0.1075616553425788,0.1795165985822677,0.0740155056118965,0.1968508511781692,0.146983727812767,0.1450250446796417,0.1378762125968933,0.0905700102448463,0.0864708498120307,0.1136969104409217,0.1535627394914627,0.1833773851394653,0.2227667868137359,0.2162146568298339,0.0840836092829704,0.129488930106163,0.1579375118017196,,0.1259569376707077,0.0554588511586189
urban_sites,0.1032359525561332,0.1046939194202423,0.0689261555671691,0.1529708802700042,0.1643728166818618,0.0825802907347679,,0.0548046976327896,0.244996041059494,,0.1706694513559341,0.1920796781778335,0.0980961695313453,0.1891156435012817,0.1338012665510177,0.1460316926240921,0.1114578396081924,0.1117593348026275,0.1189890578389167,0.0998646095395088,0.0755465999245643,0.1235296800732612,0.1331706494092941,0.1371398568153381,0.1532919108867645,0.0771807506680488,0.1460696011781692,0.1746920049190521,0.1106485873460769,0.1091604530811309,0.0727564916014671,0.0835193246603012,0.206616923213005,0.0592934191226959,0.1080661565065383,0.2741736769676208,0.0975911542773246,0.0771485120058059,0.1265917867422104,0.0956497192382812,0.1354570686817169,,0.0670612379908561,0.1769857406616211,0.1546411961317062,0.1721399277448654,,0.0670769661664962,0.1304367780685424,0.0968676134943962,0.2593026459217071,0.215888500213623,0.0872066020965576,0.1456667482852935,0.1043228358030319,,,0.1204283013939857,0.2656845450401306,0.0755939558148384,0.1458194851875305,0.1953551173210144,0.0981460139155387,0.2789840698242187,0.1535309702157974,0.1727497577667236,0.2971306145191192,,0.1423011720180511,0.0569138824939727,0.1303832828998565,0.1287022978067398,0.0743029192090034,0.0843593403697013,0.0820726230740547,0.0526908487081527,0.172942042350769,0.1144706532359123,0.0654991939663887,0.0577212125062942,0.1946358382701873,0.1234952360391616,0.1237646043300628,,0.0646421313285827,0.1043896749615669,,0.112775981426239,0.0847375243902206,0.1541743725538253,0.2050248235464096,0.1259569376707077,0.0884062498807907
urbanism,,0.1046939194202423,0.0689261555671691,0.1529708802700042,0.1643728166818618,0.1120447516441345,,,0.0719410255551338,,0.1706694513559341,0.1180882900953292,0.0980961695313453,0.1891156435012817,0.1338012665510177,0.1460316926240921,0.0895837321877479,0.1117593348026275,0.1189890578389167,,,0.0849690735340118,0.0659624934196472,0.2051625251770019,,,0.0998849421739578,0.1746920049190521,0.1106485873460769,0.1091604530811309,,,0.206616923213005,,,0.0787675976753234,,0.0771485120058059,0.0977849289774894,,0.1354570686817169,,,0.1769857406616211,0.2004423290491104,0.1721399277448654,,,0.1426802575588226,0.0666339471936225,0.2593026459217071,0.215888500213623,0.0945962145924568,0.1446584463119506,0.0724536329507827,,,0.085264578461647,0.2656845450401306,0.1537430584430694,0.1458194851875305,0.1953551173210144,0.0981460139155387,0.2789840698242187,,0.1727497577667236,0.1256034821271896,,,,0.0659174472093582,,0.0743029192090034,0.0843593403697013,0.0820726230740547,,0.0701020136475563,,,,0.085597738623619,,,,0.1113360226154327,,,0.0774026289582252,0.1349603980779647,0.1541743725538253,,0.1259569376707077,0.0848258510231971
urban_area,,,0.132415696978569,,0.1167329028248786,0.2073297798633575,0.1262180805206298,0.0631061792373657,,0.1680633872747421,0.0577180944383144,0.1548084169626236,,0.1891156435012817,0.0807106718420982,0.1482828110456466,0.1332660913467407,0.0573760233819484,,0.1084717810153961,0.2142699211835861,0.1875812113285064,,0.150120124220848,,,0.0998849421739578,0.1619600653648376,0.1106485873460769,0.1091604530811309,0.1657896488904953,0.1784615218639373,0.1689216047525406,0.2225779592990875,,0.0870900377631187,0.2180249094963073,0.2061920166015625,0.1450416296720504,,0.2008056789636612,0.1936479806900024,0.077492631971836,0.1769857406616211,0.0756587013602256,0.1066124811768531,0.1360469609498977,,0.1785101294517517,0.0786316841840744,0.2593026459217071,0.215888500213623,0.1045087501406669,0.061482198536396,0.1240308135747909,0.0987948849797248,,0.175568088889122,0.2656845450401306,0.1089209169149398,0.1458194851875305,0.1953551173210144,0.1259064823389053,0.2789840698242187,0.1565562933683395,0.1727497577667236,0.1061936244368553,0.0788161978125572,0.0812522768974304,0.116661213338375,0.1370586901903152,,,0.0843593403697013,0.077407993376255,,0.0701020136475563,0.1469292044639587,,0.1322063356637954,0.1275062263011932,0.1011838540434837,0.070973090827465,,0.0766482427716255,,,0.0698339268565177,0.0826950818300247,0.1541743725538253,0.1437239497900009,0.1259569376707077,
urban_planners,,0.1046939194202423,0.0801713019609451,0.1529708802700042,0.196040004491806,0.094858780503273,0.1163082271814346,0.1673323214054107,0.1775090992450714,,0.1706694513559341,0.0933597013354301,0.1630760580301284,0.1891156435012817,0.1338012665510177,0.1690066456794738,0.09749186784029,0.1353829503059387,0.153150588274002,,0.1095735728740692,0.0849690735340118,0.1460283249616623,0.1371398568153381,,0.2042215466499328,0.1395400613546371,0.2336805313825607,0.1106485873460769,0.1091604530811309,0.145206943154335,0.3253304362297058,0.206616923213005,0.087655209004879,,0.08406812697649,0.0509911403059959,0.2662056982517242,0.0866546258330345,0.0627672746777534,0.2414917200803756,0.1483791768550872,0.1365394592285156,0.2243857383728027,0.1065431758761406,0.1721399277448654,0.1941075772047042,0.0686501339077949,0.132707267999649,0.0681013166904449,0.2593026459217071,0.215888500213623,,0.2162001132965088,0.0901557058095932,0.1469775438308715,,0.091043047606945,0.2656845450401306,0.2062422931194305,0.234278455376625,0.1953551173210144,0.1218791604042053,0.2789840698242187,,0.1727497577667236,0.2291553318500518,0.1720891594886779,0.0850936844944953,0.1313240677118301,0.0659174472093582,0.1122439503669738,0.1672559231519699,0.1451397836208343,0.0820726230740547,0.0728066638112068,0.0701020136475563,,,0.1383126378059387,0.085597738623619,0.1202713921666145,0.1636169403791427,0.1263776272535324,0.0687534362077713,0.1157829985022544,0.143049955368042,0.2499902844429016,0.0950571522116661,0.1541743725538253,0.1662279963493347,0.1259569376707077,
